city,location,price,bedrooms,baths,size,size_group
Lahore,"DHA 9 Town - Block A, DHA 9 Town",19000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 6 - Block D, DHA Phase 6",86000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Central Park - Block F, Central Park Housing Scheme",27000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 2, DHA Defence",229500000.0,6.0,7.0,9000.0,5001–10000
Lahore,"DHA Phase 3, DHA Defence",102500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",78600000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Rehan Garden Phase 2, Rehan Garden",6250000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Eden City, Eden",55000000.0,7.0,5.0,4500.0,3001–5000
Lahore,"Valencia - Block L, Valencia Housing Society",75000000.0,6.0,7.0,4500.0,3001–5000
Lahore,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1",15500000.0,3.0,2.0,1125.0,1001–1500
Lahore,"Bedian Road, Lahore",10500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Rehan Garden Phase 2, Rehan Garden",9700000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",71500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 3, DHA Defence",62500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Formanites Housing Scheme - Block A, Formanites Housing Scheme",39000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 1 - Block D, DHA Phase 1",39500000.0,4.0,3.0,3825.0,3001–5000
Lahore,"DHA Phase 1 - Block M, DHA Phase 1",110000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"DHA Phase 1, DHA Defence",70000.0,3.0,3.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",120000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",120000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",35000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Johar Town Phase 2, Johar Town",27000000.0,6.0,6.0,1125.0,1001–1500
Lahore,"Gulshan-e-Lahore, Lahore",13000000.0,3.0,3.0,675.0,501–1000
Lahore,"DHA Phase 7, DHA Defence",69000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",75000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6 - Block D, DHA Phase 6",41000000.0,4.0,5.0,1575.0,1501–2000
Lahore,"Canal Garden - Block A, Canal Garden",140000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"DHA Phase 3, DHA Defence",290000000.0,6.0,7.0,9000.0,5001–10000
Lahore,"IEP Engineers Town, Lahore",130000000.0,8.0,8.0,9000.0,5001–10000
Lahore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",29500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Janiper Block, Bahria Town - Sector C",37000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"Johar Town, Lahore",28500000.0,5.0,6.0,1238.0,1001–1500
Lahore,"Johar Town, Lahore",62500000.0,6.0,7.0,2700.0,2001–3000
Lahore,"Architects Engineers Housing Society, Lahore",31000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",107500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"State Life Phase 1 - Block G, State Life Housing Phase 1",32000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Ali Park, Cantt",9000000.0,3.0,4.0,675.0,501–1000
Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",29000000.0,4.0,3.0,2700.0,2001–3000
Lahore,"Askari 11 - Sector B Apartments, Askari 11",28000000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",36500000.0,5.0,5.0,2250.0,2001–3000
Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",18000000.0,4.0,5.0,1800.0,1501–2000
Lahore,"Bahria Homes, Bahria Town - Sector E",15800000.0,3.0,4.0,1350.0,1001–1500
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",43000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector C, Bahria Town",15000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Ghaznavi Block, Bahria Town - Sector F",41000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 1 - Block L, DHA Phase 1",205000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"PGECHS Phase 2 - Block E, PGECHS Phase 2",54800000.0,7.0,8.0,4500.0,3001–5000
Lahore,"Audit & Accounts Phase 1 - Block E, Audit & Accounts Phase 1",22500000.0,5.0,6.0,1800.0,1501–2000
Lahore,"DHA 9 Town, DHA Defence",39900000.0,4.0,5.0,1800.0,1501–2000
Lahore,"DHA Phase 7, DHA Defence",43000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 6 - Block M, DHA Phase 6",75000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 7, DHA Defence",77500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Johar Town, Lahore",44500000.0,5.0,6.0,2700.0,2001–3000
Lahore,"Lake City - Sector M-5, Lake City",37500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"IEP Engineers Town - Block E5, IEP Engineers Town - Sector A",16500000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",18600000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Lake City - Sector M-7A, Lake City",41000000.0,6.0,6.0,1980.0,1501–2000
Lahore,"DHA 9 Town, DHA Defence",27000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 6 - Block M, DHA Phase 6",74900000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",22500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Paragon City - Orchard 1 Block, Paragon City",35000000.0,5.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 3 - Block XX, DHA Phase 3",39000000.0,3.0,4.0,1575.0,1501–2000
Lahore,"DHA Phase 5, DHA Defence",35000000.0,4.0,5.0,2025.0,2001–3000
Lahore,"DHA Phase 4, DHA Defence",101500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"PCSIR Staff Colony, Lahore",28500000.0,6.0,7.0,2700.0,2001–3000
Lahore,"PCSIR Staff Colony, Lahore",25000000.0,5.0,6.0,1912.0,1501–2000
Lahore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",36500000.0,4.0,6.0,2250.0,2001–3000
Lahore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",48500000.0,7.0,9.0,4500.0,3001–5000
Lahore,"PGECHS Phase 2, Punjab Govt Employees Society",8000000.0,3.0,3.0,562.0,501–1000
Lahore,"Green Town Sector D2 - Block 6, Green Town Sector D2",4000000.0,2.0,2.0,900.0,501–1000
Lahore,"Military Accounts Housing Society, Lahore",13800000.0,3.0,3.0,900.0,501–1000
Lahore,"DHA Phase 6, DHA Defence",37500000.0,4.0,5.0,1125.0,1001–1500
Lahore,"DHA Phase 5, DHA Defence",350000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"Bahria Town - Alamgir Block Extension, Bahria Town - Sector F",31000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Block EE, Bahria Town - Sector D",16000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 5, DHA Defence",62500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"State Life Housing Phase 1, State Life Housing Society",45000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Johar Town Phase 2, Johar Town",62500000.0,5.0,6.0,2700.0,2001–3000
Lahore,"DHA Phase 7, DHA Defence",65000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 8, DHA Defence",47500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",78000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 7, DHA Defence",38000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"State Life Housing Society, Lahore",39000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Green City, Lahore",43500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"New Super Town, Lahore",55000000.0,6.0,6.0,4500.0,3001–5000
Lahore,"Lake City - Sector M-2A, Lake City",40000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 6 - Block D, DHA Phase 6",370000000.0,5.0,6.0,9000.0,5001–10000
Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",17500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Sector B, Bahria Town",40000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",52000000.0,4.0,4.0,2250.0,2001–3000
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",53500000.0,4.0,4.0,2250.0,2001–3000
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",13500000.0,2.0,2.0,1012.0,1001–1500
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",78500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"HBFC Housing Society - Block B, HBFC Housing Society",65000000.0,6.0,0.0,4500.0,3001–5000
Lahore,"DHA Phase 5 - Block B, DHA Phase 5",25000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",37500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Military Accounts Housing Society, Lahore",23500000.0,5.0,6.0,1800.0,1501–2000
Lahore,"DHA Phase 6 - Block F, DHA Phase 6",120000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Central Park - Block G, Central Park Housing Scheme",29500000.0,5.0,6.0,2475.0,2001–3000
Lahore,"Johar Town, Lahore",42500000.0,7.0,0.0,2250.0,2001–3000
Lahore,"Wapda Town, Lahore",67000000.0,6.0,7.0,4500.0,3001–5000
Lahore,"DHA 11 Rahbar Phase 2 Extension - Block P, DHA 11 Rahbar Phase 2 Extension",20000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA Phase 7, DHA Defence",37000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA 9 Town, DHA Defence",18800000.0,3.0,5.0,1125.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",44000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5 - Block K, DHA Phase 5",95500000.0,6.0,8.0,4500.0,3001–5000
Lahore,"DHA Phase 7, DHA Defence",72500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Johar Town, Lahore",25000000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Al-Kabir Phase 2 - Block C, Al-Kabir Town - Phase 2",11000000.0,3.0,3.0,675.0,501–1000
Lahore,"Izmir Town, Lahore",56000000.0,4.0,4.0,4500.0,3001–5000
Lahore,"Johar Town Phase 2, Johar Town",23500000.0,5.0,6.0,1125.0,1001–1500
Lahore,"DHA Phase 8 - Ex Park View, DHA Phase 8",69900000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Pak Arab Housing Society, Lahore",8600000.0,3.0,4.0,788.0,501–1000
Lahore,"Bahria Town - Janiper Block, Bahria Town - Sector C",41000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Jasmine Block, Bahria Town - Sector C",62000000.0,5.0,6.0,2700.0,2001–3000
Lahore,"Bahria Town - Sector C, Bahria Town",35000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",38500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector B, Bahria Town",19800000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Iris Block, Bahria Town - Sector C",39000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Block BB, Bahria Town - Sector D",23000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Iris Block, Bahria Town - Sector C",38500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Wapda Town Phase 1, Wapda Town",75000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Wapda Town Phase 1, Wapda Town",48000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Johar Town Phase 1, Johar Town",32500000.0,5.0,6.0,2700.0,2001–3000
Lahore,"Gulberg, Lahore",81900000.0,3.0,3.0,2812.0,2001–3000
Lahore,"DHA Phase 7, DHA Defence",34800000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 6, DHA Defence",77500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Safari Villas, Bahria Town - Sector B",18000000.0,3.0,4.0,1800.0,1501–2000
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",38500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",18000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Johar Town, Lahore",24500000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Johar Town, Lahore",39500000.0,5.0,5.0,2700.0,2001–3000
Lahore,"Rehan Garden Phase 2, Rehan Garden",9500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Rehan Garden Phase 2, Rehan Garden",11000000.0,6.0,6.0,1125.0,1001–1500
Lahore,"Askari 11 - Sector B Apartments, Askari 11",25000000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Askari 11 - Sector A, Askari 11",38500000.0,3.0,4.0,2250.0,2001–3000
Lahore,"New Lahore City, Lahore",14000000.0,3.0,3.0,1125.0,1001–1500
Lahore,"DHA Phase 5 - Block L, DHA Phase 5",54500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5 - Block K, DHA Phase 5",51500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",53500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5 - Block L, DHA Phase 5",52500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector C, Bahria Town",47000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector C, Bahria Town",44000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Air Avenue - Block N, DHA Phase 8 - Ex Air Avenue",51500000.0,5.0,5.0,2475.0,2001–3000
Lahore,"Gulberg, Lahore",39300000.0,1.0,1.0,1305.0,1001–1500
Lahore,"DHA Phase 6, DHA Defence",350000000.0,6.0,7.0,9000.0,5001–10000
Lahore,"Gulberg, Lahore",15000000.0,0.0,1.0,652.0,501–1000
Lahore,"Gulberg, Lahore",50000000.0,2.0,2.0,1935.0,1501–2000
Lahore,"DHA Phase 5, DHA Defence",53500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",58000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Valencia - Block F, Valencia Housing Society",41500000.0,6.0,7.0,2250.0,2001–3000
Lahore,"DHA 9 Town, DHA Defence",15000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Johar Town, Lahore",20500000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Johar Town, Lahore",20000000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Askari 11 - Sector B Apartments, Askari 11",24500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Askari 11 - Sector B Apartments, Askari 11",33000000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",24500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Askari 11 - Sector B Apartments, Askari 11",26500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Askari 11 - Sector B Apartments, Askari 11",30000000.0,4.0,5.0,2700.0,2001–3000
Lahore,"DHA 9 Town - Block C, DHA 9 Town",27500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"DHA 9 Town - Block D, DHA 9 Town",40000000.0,4.0,5.0,1800.0,1501–2000
Lahore,"Bahria Town - Nargis Block, Bahria Town - Sector C",35500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 7 - Block Y, DHA Phase 7",56100000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA 9 Town, DHA Defence",25000000.0,4.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Talha Block, Bahria Town - Sector E",39000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector C, Bahria Town",47500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 5, DHA Defence",350000000.0,6.0,7.0,9000.0,5001–10000
Lahore,"Wapda Town Phase 1 - Block F1, Wapda Town Phase 1",60000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"Askari 10 - Sector F, Askari 10",82500000.0,5.0,5.0,3825.0,3001–5000
Lahore,"SJ Garden, Bedian Road",11000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Askari 10 - Sector F, Askari 10",70000000.0,4.0,4.0,3825.0,3001–5000
Lahore,"State Life Housing Society, Lahore",77500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA 9 Town - Block A, DHA 9 Town",26000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Formanites Housing Scheme, Lahore",17000000.0,3.0,5.0,1125.0,1001–1500
Lahore,"DHA Phase 7, DHA Defence",59000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",71400000.0,5.0,6.0,5400.0,5001–10000
Lahore,"Johar Town, Lahore",18200000.0,5.0,5.0,1125.0,1001–1500
Lahore,"Architects Engineers Housing Society, Lahore",45000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"Bahria Town - Ghouri Block, Bahria Town - Sector B",50000000.0,5.0,7.0,4500.0,3001–5000
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",58000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",65000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 4 - Block DD, DHA Phase 4",73000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Block AA, Bahria Town - Sector D",35000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector D, Bahria Town",27500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Sector C, Bahria Town",22500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Sector E, Bahria Town",34000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Sector E, Bahria Town",41500000.0,5.0,6.0,2250.0,2001–3000
Lahore,"DHA Phase 5 - Block D, DHA Phase 5",26500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave",47000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Bahria Town - Talha Block, Bahria Town - Sector E",30000000.0,5.0,6.0,2250.0,2001–3000
Lahore,"Gulshan-e-Lahore, Lahore",21000000.0,5.0,6.0,1778.0,1501–2000
Lahore,"DHA Phase 6, DHA Defence",217500000.0,6.0,7.0,9000.0,5001–10000
Lahore,"Askari 10 - Sector F, Askari 10",45500000.0,4.0,5.0,3038.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",73500000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Lake City, Raiwind Road",195000000.0,6.0,8.0,9000.0,5001–10000
Lahore,"Askari 11, Askari",26500000.0,3.0,3.0,2250.0,2001–3000
Lahore,"Lake City - Sector M7 - Block A, Lake City - Sector M-7",30000000.0,4.0,4.0,1575.0,1501–2000
Lahore,"Nasheman-e-Iqbal Phase 1, Nasheman-e-Iqbal",37000000.0,6.0,7.0,2250.0,2001–3000
Lahore,"Gulberg 2, Gulberg",85000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 5, DHA Defence",57000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA 9 Town, DHA Defence",26500000.0,3.0,4.0,1125.0,1001–1500
Lahore,"Architects Engineers Housing Society, Lahore",46000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"Architects Engineers Housing Society, Lahore",48000000.0,5.0,5.0,4500.0,3001–5000
Lahore,"Bismillah Housing Scheme, GT Road",8800000.0,3.0,3.0,675.0,501–1000
Lahore,"Bismillah Housing Scheme, GT Road",26000000.0,4.0,5.0,1350.0,1001–1500
Lahore,"Bismillah Housing Scheme - Block B, Bismillah Housing Scheme",17500000.0,5.0,4.0,1125.0,1001–1500
Lahore,"Bismillah Housing Scheme, GT Road",16000000.0,5.0,6.0,1125.0,1001–1500
Lahore,"Punjab Small Industries Colony - Block G, Punjab Small Industries Colony",22500000.0,4.0,5.0,1575.0,1501–2000
Lahore,"Gulshan-e-Lahore, Lahore",19500000.0,5.0,6.0,1125.0,1001–1500
Lahore,"Divine Gardens - Block D, Divine Gardens",29500000.0,3.0,4.0,1800.0,1501–2000
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",51500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"Divine Gardens - Block C, Divine Gardens",36500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 5 - Block B, DHA Phase 5",65000000.0,4.0,5.0,2700.0,2001–3000
Lahore,"Air Avenue - Block M, DHA Phase 8 - Ex Air Avenue",55500000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 7, DHA Defence",75000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Bahria Town - Overseas Enclave, Bahria Town",100000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"Johar Town Phase 1, Johar Town",75000000.0,5.0,6.0,4500.0,3001–5000
Lahore,"DHA Phase 6, DHA Defence",209000000.0,6.0,7.0,9000.0,5001–10000
Lahore,"Bankers Co-operative Housing Society, Lahore",20000000.0,3.0,4.0,1125.0,1001–1500
Lahore,"State Life Phase 1 - Block F, State Life Housing Phase 1",35000000.0,4.0,5.0,2250.0,2001–3000
Lahore,"DHA Phase 6, DHA Defence",450000000.0,6.0,7.0,9000.0,5001–10000
